;MEAN_FRAME_WISE_RECALL;MEAN_FRAME_WISE_PRECISION;MEAN_FRAME_WISE_F1_SCORES;MEAN_FRAME_WISE_MCC;MEAN_FRAME_WISE_ACC_CM_METRICS;MEAN_FILE_WISE_RECALL;MEAN_FILE_WISE_PRECISION;MEAN_FILE_WISE_F1_SCORES;MEAN_FILE_WISE_MCC;MEAN_FILE_WISE_ACC_CM_METRICS;NUMBER_OF_FILES_TRAINING;NUMBER_OF_FILES_TEST;CLASSES
0;['0.66', '0.58', '0.73', '0.83', '0.70', '0.70'];['0.81', '0.74', '0.75', '0.57', '0.70', '0.72'];['0.72', '0.65', '0.74', '0.68', '0.70', '0.70'];['0.65', '0.56', '0.64', '0.57'];['0.88', '0.85', '0.86', '0.81'];['0.80', '0.67', '0.77', '0.97', '0.80', '0.80'];['0.89', '0.87', '0.85', '0.67', '0.80', '0.82'];['0.84', '0.75', '0.81', '0.79', '0.80', '0.80'];['0.79', '0.70', '0.75', '0.73'];['0.93', '0.89', '0.91', '0.88'];[93, 93, 93, 93];[30, 30, 30, 30];['france', 'germany', 'italy', 'spain', 'micro_avg', 'macro_avg']
