;CONFIG_NAME;CONFIG_TIME_STAMP;FRAME_ACC_MEAN;FRAME_ACC_STD;FILE_ACC_MEAN;FILE_ACC_STD;HIGHEST_FILE_ACC;LOWEST_FILE_ACC;MEAN_FRAME_WISE_ACC_CM;STD_FRAME_WISE_ACC_CM;MEAN_FILE_WISE_ACC_CM;STD_FILE_WISE_ACC_CM
0;resnet_siren_EU0;2024-07-17-15-23-31;70.02;00.00;80.00;00.00;80.00 [1];80.00 [1];69.89;0.00;80.00;0.00
