;MEAN_FRAME_WISE_RECALL;MEAN_FRAME_WISE_PRECISION;MEAN_FRAME_WISE_F1_SCORES;MEAN_FRAME_WISE_MCC;MEAN_FRAME_WISE_ACC_CM_METRICS;MEAN_FILE_WISE_RECALL;MEAN_FILE_WISE_PRECISION;MEAN_FILE_WISE_F1_SCORES;MEAN_FILE_WISE_MCC;MEAN_FILE_WISE_ACC_CM_METRICS;NUMBER_OF_FILES_TRAINING;NUMBER_OF_FILES_TEST;CLASSES
0;['0.84', '0.40', '0.05', '0.45', '0.43'];['0.39', '0.88', '0.22', '0.45', '0.49'];['0.53', '0.55', '0.08', '0nan', '0.39'];['0.11', '0.50', '-0.06'];['0.47', '0.79', '0.64'];['0.90', '0.50', '0.10', '0.50', '0.50'];['0.39', '1.00', '0.50', '0.50', '0.63'];['0.55', '0.67', '0.17', '0.50', '0.46'];['0.22', '0.63', '0.09'];['0.50', '0.83', '0.67'];[31, 31, 31];[10, 10, 10];['spain-ambulance', 'spain-firefighter', 'spain-police', 'micro_avg', 'macro_avg']
