file_name;predicted;true;cv_step;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/france-police/fr_p_3.wav;italy-police;france-police;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/france-police/fr_p_4.wav;spain-police;france-police;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/france-police/fr_p_5.wav;spain-police;france-police;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/france-police/fr_p_6.wav;italy-police;france-police;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/france-police/fr_p_7.wav;spain-police;france-police;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/france-police/fr_p_8.wav;italy-police;france-police;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/france-police/fr_p_9.wav;spain-ambulance;france-police;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/france-police/fr_p_10.wav;italy-police;france-police;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/germany-ambulance/ge_a_1.wav;italy-police;germany-ambulance;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/germany-ambulance/ge_a_2.wav;italy-police;germany-ambulance;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/germany-ambulance/ge_a_3.wav;italy-police;germany-ambulance;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/germany-ambulance/ge_a_4.wav;italy-police;germany-ambulance;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/germany-ambulance/ge_a_5.wav;italy-police;germany-ambulance;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/germany-ambulance/ge_a_6.wav;italy-police;germany-ambulance;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/germany-ambulance/ge_a_7.wav;spain-police;germany-ambulance;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/germany-ambulance/ge_a_8.wav;germany-firefighter;germany-ambulance;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/germany-ambulance/ge_a_9.wav;spain-police;germany-ambulance;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/germany-ambulance/ge_a_10.wav;italy-police;germany-ambulance;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/germany-firefighter/ge_f_1.wav;spain-firefighter;germany-firefighter;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/germany-firefighter/ge_f_2.wav;spain-police;germany-firefighter;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/germany-firefighter/ge_f_3.wav;spain-police;germany-firefighter;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/germany-firefighter/ge_f_4.wav;spain-firefighter;germany-firefighter;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/germany-firefighter/ge_f_5.wav;spain-firefighter;germany-firefighter;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/germany-firefighter/ge_f_6.wav;spain-firefighter;germany-firefighter;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/germany-firefighter/ge_f_7.wav;germany-ambulance;germany-firefighter;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/germany-firefighter/ge_f_8.wav;spain-police;germany-firefighter;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/germany-firefighter/ge_f_9.wav;italy-police;germany-firefighter;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/germany-firefighter/ge_f_10.wav;italy-police;germany-firefighter;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/germany-police/ge_p_1.wav;italy-police;germany-police;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/germany-police/ge_p_2.wav;italy-police;germany-police;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/germany-police/ge_p_3.wav;italy-police;germany-police;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/germany-police/ge_p_4.wav;italy-police;germany-police;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/germany-police/ge_p_5.wav;italy-police;germany-police;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/germany-police/ge_p_6.wav;italy-police;germany-police;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/germany-police/ge_p_7.wav;italy-police;germany-police;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/germany-police/ge_p_8.wav;italy-police;germany-police;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/germany-police/ge_p_9.wav;italy-police;germany-police;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/germany-police/ge_p_10.wav;germany-ambulance;germany-police;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/italy-ambulance/it_a_3.wav;italy-firefighter;italy-ambulance;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/italy-ambulance/it_a_4.wav;italy-police;italy-ambulance;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/italy-ambulance/it_a_6.wav;spain-police;italy-ambulance;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/italy-ambulance/it_a_7.wav;spain-police;italy-ambulance;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/italy-ambulance/it_a_8.wav;spain-police;italy-ambulance;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/italy-ambulance/it_a_9.wav;italy-firefighter;italy-ambulance;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/italy-ambulance/it_a_10.wav;spain-police;italy-ambulance;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/italy-firefighter/it_f_1.wav;italy-ambulance;italy-firefighter;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/italy-firefighter/it_f_2.wav;spain-police;italy-firefighter;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/italy-firefighter/it_f_3.wav;italy-ambulance;italy-firefighter;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/italy-firefighter/it_f_4.wav;italy-ambulance;italy-firefighter;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/italy-firefighter/it_f_5.wav;italy-ambulance;italy-firefighter;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/italy-firefighter/it_f_6.wav;spain-police;italy-firefighter;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/italy-firefighter/it_f_7.wav;italy-ambulance;italy-firefighter;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/italy-police/it_p_1.wav;italy-ambulance;italy-police;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/italy-police/it_p_3.wav;italy-firefighter;italy-police;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/italy-police/it_p_4.wav;spain-police;italy-police;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/spain-ambulance/sp_a_2.wav;spain-police;spain-ambulance;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/spain-ambulance/sp_a_5.wav;spain-police;spain-ambulance;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/spain-ambulance/sp_a_6.wav;spain-police;spain-ambulance;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/spain-ambulance/sp_a_7.wav;spain-police;spain-ambulance;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/spain-firefighter/sp_f_1.wav;spain-police;spain-firefighter;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/spain-firefighter/sp_f_6.wav;spain-ambulance;spain-firefighter;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/spain-firefighter/sp_f_7.wav;spain-police;spain-firefighter;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/spain-firefighter/sp_f_8.wav;spain-ambulance;spain-firefighter;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/spain-firefighter/sp_f_9.wav;spain-ambulance;spain-firefighter;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/spain-firefighter/sp_f_10.wav;spain-ambulance;spain-firefighter;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/spain-police/sp_p_1.wav;spain-ambulance;spain-police;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/spain-police/sp_p_3.wav;spain-ambulance;spain-police;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/spain-police/sp_p_4.wav;italy-firefighter;spain-police;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/spain-police/sp_p_6.wav;spain-ambulance;spain-police;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/spain-police/sp_p_7.wav;spain-ambulance;spain-police;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU-sirentype+country/spain-police/sp_p_10.wav;germany-ambulance;spain-police;1;
