;CONFIG_NAME;CONFIG_TIME_STAMP;FRAME_ACC_MEAN;FRAME_ACC_STD;FILE_ACC_MEAN;FILE_ACC_STD;HIGHEST_FILE_ACC;LOWEST_FILE_ACC;MEAN_FRAME_WISE_ACC_CM;STD_FRAME_WISE_ACC_CM;MEAN_FILE_WISE_ACC_CM;STD_FILE_WISE_ACC_CM
0;resnet_siren_EU3_i;2025-04-21-12-35-42;55.85;00.00;40.00;00.00;40.00 [1];40.00 [1];47.55;0.00;40.00;0.00
