;MEAN_FRAME_WISE_RECALL;MEAN_FRAME_WISE_PRECISION;MEAN_FRAME_WISE_F1_SCORES;MEAN_FRAME_WISE_MCC;MEAN_FRAME_WISE_ACC_CM_METRICS;MEAN_FILE_WISE_RECALL;MEAN_FILE_WISE_PRECISION;MEAN_FILE_WISE_F1_SCORES;MEAN_FILE_WISE_MCC;MEAN_FILE_WISE_ACC_CM_METRICS;NUMBER_OF_FILES_TRAINING;NUMBER_OF_FILES_TEST;CLASSES
0;['0.49', '0.38', '0.16', '0.30', '0.34'];['0.17', '0.44', '0.67', '0.30', '0.42'];['0.25', '0.40', '0.26', '0nan', '0.30'];['-0.09', '0.10', '0.16'];['0.42', '0.60', '0.60'];['0.45', '0.38', '0.15', '0.32', '0.32'];['0.27', '0.38', '0.40', '0.32', '0.35'];['0.34', '0.38', '0.22', '0.32', '0.31'];['-0.14', '0.08', '0.05'];['0.42', '0.59', '0.64'];[124, 124, 124];[40, 40, 40];['germany-ambulance', 'germany-firefighter', 'germany-police', 'micro_avg', 'macro_avg']
