;MEAN_FRAME_WISE_RECALL;MEAN_FRAME_WISE_PRECISION;MEAN_FRAME_WISE_F1_SCORES;MEAN_FRAME_WISE_MCC;MEAN_FRAME_WISE_ACC_CM_METRICS;MEAN_FILE_WISE_RECALL;MEAN_FILE_WISE_PRECISION;MEAN_FILE_WISE_F1_SCORES;MEAN_FILE_WISE_MCC;MEAN_FILE_WISE_ACC_CM_METRICS;NUMBER_OF_FILES_TRAINING;NUMBER_OF_FILES_TEST;CLASSES
0;['0.46', '0.58', '0.96', '0.66', '0.67'];['0.65', '0.65', '0.67', '0.66', '0.66'];['0.54', '0.61', '0.79', '0nan', '0.65'];['0.35', '0.45', '0.69'];['0.72', '0.77', '0.84'];['0.30', '0.70', '1.00', '0.67', '0.67'];['0.50', '0.64', '0.77', '0.67', '0.64'];['0.37', '0.67', '0.87', '0.67', '0.64'];['0.18', '0.49', '0.81'];['0.67', '0.77', '0.90'];[124, 124, 124];[40, 40, 40];['spain-ambulance', 'spain-firefighter', 'spain-police', 'micro_avg', 'macro_avg']
