;CONFIG_NAME;CONFIG_TIME_STAMP;FRAME_ACC_MEAN;FRAME_ACC_STD;FILE_ACC_MEAN;FILE_ACC_STD;HIGHEST_FILE_ACC;LOWEST_FILE_ACC;MEAN_FRAME_WISE_ACC_CM;STD_FRAME_WISE_ACC_CM;MEAN_FILE_WISE_ACC_CM;STD_FILE_WISE_ACC_CM
0;resnet_siren_EU4_s;2025-04-18-19-36-25;65.95;00.00;66.67;00.00;66.67 [1];66.67 [1];66.72;0.00;66.67;0.00
