file_name;predicted;true;cv_step;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU/germany/ge_a_9.wav;spain;germany;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU/germany/ge_a_10.wav;italy;germany;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU/germany/ge_f_1.wav;spain;germany;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU/germany/ge_f_2.wav;spain;germany;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU/germany/ge_f_3.wav;spain;germany;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU/germany/ge_f_4.wav;spain;germany;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU/germany/ge_f_5.wav;nosirens;germany;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU/germany/ge_f_7.wav;spain;germany;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU/germany/ge_f_8.wav;spain;germany;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU/germany/ge_f_9.wav;nosirens;germany;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU/germany/ge_f_10.wav;nosirens;germany;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU/germany/ge_p_1.wav;nosirens;germany;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU/germany/ge_p_2.wav;italy;germany;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU/germany/ge_p_3.wav;spain;germany;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU/germany/ge_p_4.wav;nosirens;germany;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU/germany/ge_p_5.wav;nosirens;germany;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU/germany/ge_p_6.wav;nosirens;germany;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU/germany/ge_p_8.wav;italy;germany;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU/germany/ge_p_9.wav;italy;germany;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU/germany/ge_p_10.wav;nosirens;germany;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU/italy/it_a_2.wav;nosirens;italy;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU/italy/it_a_6.wav;nosirens;italy;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU/italy/it_f_2.wav;spain;italy;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU/italy/it_f_3.wav;nosirens;italy;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU/italy/it_f_4.wav;nosirens;italy;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU/italy/it_f_6.wav;nosirens;italy;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU/italy/it_p_2.wav;nosirens;italy;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU/italy/it_p_7.wav;nosirens;italy;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU/italy/it_p_9.wav;nosirens;italy;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU/nosirens/161_us_f_ns.wav;spain;nosirens;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU/nosirens/231_us_p_ns.wav;italy;nosirens;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU/nosirens/232_us_p_ns.wav;italy;nosirens;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU/nosirens/269_us_p_ns.wav;italy;nosirens;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU/spain/sp_a_5.wav;nosirens;spain;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU/spain/sp_p_2.wav;nosirens;spain;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU/spain/sp_p_5.wav;nosirens;spain;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU/spain/sp_p_6.wav;nosirens;spain;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU/spain/sp_p_9.wav;nosirens;spain;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU/spain/sp_p_10.wav;nosirens;spain;1;
