file_name;predicted;true;cv_step;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU/france/fr_a_1.wav;spain;france;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU/france/fr_a_2.wav;spain;france;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU/france/fr_a_3.wav;spain;france;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU/france/fr_a_4.wav;italy;france;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU/france/fr_a_5.wav;spain;france;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU/france/fr_a_6.wav;spain;france;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU/france/fr_a_7.wav;nosirens;france;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU/france/fr_a_8.wav;nosirens;france;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU/france/fr_a_9.wav;nosirens;france;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU/france/fr_a_10.wav;nosirens;france;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU/france/fr_p_1.wav;nosirens;france;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU/france/fr_p_2.wav;spain;france;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU/france/fr_p_3.wav;nosirens;france;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU/france/fr_p_4.wav;nosirens;france;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU/france/fr_p_5.wav;spain;france;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU/france/fr_p_6.wav;nosirens;france;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU/france/fr_p_7.wav;spain;france;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU/france/fr_p_8.wav;nosirens;france;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU/france/fr_p_9.wav;nosirens;france;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU/france/fr_p_10.wav;nosirens;france;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU/germany/ge_a_1.wav;italy;germany;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU/germany/ge_a_3.wav;italy;germany;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU/germany/ge_a_4.wav;nosirens;germany;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU/germany/ge_a_5.wav;nosirens;germany;1;
/mnt/IDMT-WORKSPACE/DATA-STORE/rodrjl/DATABASE/test-RSCD-EU/germany/ge_a_7.wav;nosirens;germany;1;
