;CONFIG_NAME;CONFIG_TIME_STAMP;FRAME_ACC_MEAN;FRAME_ACC_STD;FILE_ACC_MEAN;FILE_ACC_STD;HIGHEST_FILE_ACC;LOWEST_FILE_ACC;MEAN_FRAME_WISE_ACC_CM;STD_FRAME_WISE_ACC_CM;MEAN_FILE_WISE_ACC_CM;STD_FILE_WISE_ACC_CM
0;resnet_siren_EU1_f;2024-07-17-15-25-03;51.55;00.00;60.00;00.00;60.00 [1];60.00 [1];54.52;0.00;60.00;0.00
